id,Variant Inventory Qty,year,Image Src,Body (HTML),Type,Title,author,Vendor,Handle,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code
385,16,1988,http://images.amazon.com/images/P/0927545373.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Bob Sjogren</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Poetry,Unveiled at Last,Bob Sjogren,YWAM Publishing,unveiled-at-last,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
386,15,1997,http://images.amazon.com/images/P/1575024179.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Frederick J. Moody</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Self-Help,The Day I Almost Quit,Frederick J. Moody,F.J. Moody,the-day-i-almost-quit,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
387,11,1991,http://images.amazon.com/images/P/1880185008.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Neal Pirolo</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Comic Book or Graphic Novel,Serving As Senders: How to Care for Your Missionaries While They Are Preparing to Go; While They Are on the Field; When They Return Home,Neal Pirolo,Emmaus Road Intl,serving-as-senders-how-to-care-for-your-missionaries-while-they-are-preparing-to-go-while-they-are-on-the-field-when-they-return-home,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
388,16,1991,http://images.amazon.com/images/P/0140345809.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: William Sleator</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Romance,House of Stairs,William Sleator,Puffin Books,house-of-stairs,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
389,2,1968,http://images.amazon.com/images/P/0156528207.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Antoine de Saint-ExupÃÂ©ry</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Fantasy,The Little Prince,Antoine de Saint-ExupÃÂ©ry,Harcourt,the-little-prince,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
390,10,1976,http://images.amazon.com/images/P/0380012863.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Richard Bach</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Detective and Mystery,Jonathan Livingston Seagull,Richard Bach,Avon,jonathan-livingston-seagull,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
391,6,1996,http://images.amazon.com/images/P/0451154916.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Kevin Sullivan</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Self-Help,The Crystal Handbook,Kevin Sullivan,Signet Book,the-crystal-handbook,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
392,3,2002,http://images.amazon.com/images/P/0785815147.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Michele Morgan</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Romance,Simple Wicca (Simple Wisdom Book),Michele Morgan,Castle Books,simple-wicca-simple-wisdom-book-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
393,16,1989,http://images.amazon.com/images/P/0875421288.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Scott; Cunningham</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Cookbooks,The Complete Book of Incense; Oils &amp; Brews (Llewellyn's Practical Magick),Scott; Cunningham,Llewellyn Publications,the-complete-book-of-incense-oils-amp-brews-llewellyn-s-practical-magick-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
394,6,2000,http://images.amazon.com/images/P/1567184294.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: David Allen Hulse</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Essays,The Western Mysteries: An Encyclopedic Guide to the Sacred Languages &amp; Magickal Systems of the World : The Key of It All; Book II (Key of It All),David Allen Hulse,Llewellyn Publications,the-western-mysteries-an-encyclopedic-guide-to-the-sacred-languages-amp-magickal-systems-of-the-world-the-key-of-it-all-book-ii-key-of-it-all-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
395,19,1998,http://images.amazon.com/images/P/156718796X.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Richard Webster</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Self-Help,Astral Travel for Beginners (For Beginners),Richard Webster,Llewellyn Publications,astral-travel-for-beginners-for-beginners-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
396,14,2000,http://images.amazon.com/images/P/1862047626.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Bernard King</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Action and Adventure,New Perspectives: Runes,Bernard King,Harper Collins - UK,new-perspectives-runes,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
397,4,1971,http://images.amazon.com/images/P/0020437501.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Pat Hutchins</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Women's Fiction,Rosie'S Walk,Pat Hutchins,Aladdin,rosie-s-walk,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
398,13,2001,http://images.amazon.com/images/P/0198320264.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: William Shakespeare</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Women's Fiction,Julius Caesar (Oxford School Shakespeare),William Shakespeare,Oxford University Press,julius-caesar-oxford-school-shakespeare-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
399,14,2003,http://images.amazon.com/images/P/0373196989.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Melissa McClone</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Literary Fiction,Santa Brought A Son : Marrying The Boss's Daughter (Silhouette Romance; 1698),Melissa McClone,Silhouette,santa-brought-a-son-marrying-the-boss-s-daughter-silhouette-romance-1698-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
400,3,2003,http://images.amazon.com/images/P/0373245580.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Cheryl St. John</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Historical Fiction,Marry Me ... Again   Montana Mavericks (Silhouette Special Edition; 1558),Cheryl St. John,Silhouette,marry-me-again-montana-mavericks-silhouette-special-edition-1558-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
401,14,2000,http://images.amazon.com/images/P/0451527747.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Lewis Carroll</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Women's Fiction,Alice's Adventures in Wonderland and Through the Looking Glass,Lewis Carroll,Signet Classics,alice-s-adventures-in-wonderland-and-through-the-looking-glass,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
402,2,1997,http://images.amazon.com/images/P/0671867113.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Mary Higgins Clark</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",History,Moonlight Becomes You,Mary Higgins Clark,Pocket,moonlight-becomes-you,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
403,10,1989,http://images.amazon.com/images/P/0812504208.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Mark Twain</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",True Crime,The Adventures of Tom Sawyer,Mark Twain,Tor Books,the-adventures-of-tom-sawyer,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
404,9,1996,http://images.amazon.com/images/P/0060173289.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Rebecca Wells</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Poetry,Divine Secrets of the Ya-Ya Sisterhood : A Novel,Rebecca Wells,HarperCollins,divine-secrets-of-the-ya-ya-sisterhood-a-novel,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
405,8,1991,http://images.amazon.com/images/P/0060973897.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Dog Mary Crow</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Horror,Lakota Woman,Dog Mary Crow,Perennial,lakota-woman,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
406,20,1998,http://images.amazon.com/images/P/006101351X.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Sebastian Junger</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Poetry,The Perfect Storm : A True Story of Men Against the Sea,Sebastian Junger,HarperTorch,the-perfect-storm-a-true-story-of-men-against-the-sea,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
407,12,1989,http://images.amazon.com/images/P/0140104682.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Linda Gordon</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Detective and Mystery,Heroes of Their Own Lives: The Politics and History of Family Violence; Boston 1880-1960,Linda Gordon,Penguin USA,heroes-of-their-own-lives-the-politics-and-history-of-family-violence-boston-1880-1960,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
408,14,1996,http://images.amazon.com/images/P/0312143370.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Florence King</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Romance,The Florence King Reader,Florence King,St. Martin's Press,the-florence-king-reader,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
409,3,2002,http://images.amazon.com/images/P/0316666343.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Alice Sebold</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Biographies and Autobiographies,The Lovely Bones: A Novel,Alice Sebold,Little; Brown,the-lovely-bones-a-novel,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
410,18,1992,http://images.amazon.com/images/P/039456894X.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Spalding Gray</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Suspense and Thrillers,Impossible Vacation,Spalding Gray,Random House Inc,impossible-vacation,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
411,16,2000,http://images.amazon.com/images/P/0440224675.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Thomas Harris</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Essays,Hannibal,Thomas Harris,Dell Publishing Company,hannibal,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
412,16,1998,http://images.amazon.com/images/P/0449002632.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: EDWARD RUTHERFURD</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Suspense and Thrillers,London : The Novel,EDWARD RUTHERFURD,Fawcett,london-the-novel,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
413,9,1990,http://images.amazon.com/images/P/0449213773.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Margaret Atwood</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Detective and Mystery,Life Before Man,Margaret Atwood,Fawcett Books,life-before-man,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
414,12,1999,http://images.amazon.com/images/P/0452279690.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Dorothy Allison</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Women's Fiction,Cavedweller,Dorothy Allison,Plume Books,cavedweller,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
415,8,1995,http://images.amazon.com/images/P/0553569058.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Margaret Atwood</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Poetry,The Robber Bride,Margaret Atwood,Bantam,the-robber-bride,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
416,19,1993,http://images.amazon.com/images/P/0679427430.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: MAYA ANGELOU</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Short Stories,Wouldn't Take Nothing for My Journey Now,MAYA ANGELOU,Random House,wouldn-t-take-nothing-for-my-journey-now,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
417,14,1990,http://images.amazon.com/images/P/0679725393.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Edith Wharton</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Comic Book or Graphic Novel,The House of Mirth (Library of America),Edith Wharton,Vintage Books USA,the-house-of-mirth-library-of-america-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
418,1,1993,http://images.amazon.com/images/P/0802114369.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Mary Brave Bird</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Women's Fiction,Ohitika Woman,Mary Brave Bird,Pub Group West,ohitika-woman,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
419,11,1988,http://images.amazon.com/images/P/0803233019.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: John G. Neihardt</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Historical Fiction,Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,John G. Neihardt,University of Nebraska Press,black-elk-speaks-being-the-life-story-of-a-holy-man-of-the-oglala-sioux,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
420,14,1987,http://images.amazon.com/images/P/0819154946.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Roland Warren</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Poetry,The Community in America,Roland Warren,University Press of America,the-community-in-america,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
421,11,1997,http://images.amazon.com/images/P/0897322339.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Johnny Molloy</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Short Stories,The Best in Tent Camping: Smoky Mountains : A Guide for Campers Who Hate Rvs; Concrete Slabs; and Loud Portable Stereos (Best in Tent Camping Colorado),Johnny Molloy,Globe Pequot Pr,the-best-in-tent-camping-smoky-mountains-a-guide-for-campers-who-hate-rvs-concrete-slabs-and-loud-portable-stereos-best-in-tent-camping-colorado-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
422,16,2002,http://images.amazon.com/images/P/0940322978.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: James McCourt</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",History,Mawrdew Czgowchwz (New York Review Books Classics),James McCourt,New York Review of Books,mawrdew-czgowchwz-new-york-review-books-classics-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
423,16,1997,http://images.amazon.com/images/P/1573225126.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Elizabeth Wurtzel</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Memoir,Prozac Nation: Young and Depressed in America : A Memoir,Elizabeth Wurtzel,Riverhead Books,prozac-nation-young-and-depressed-in-america-a-memoir,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
424,8,2000,http://images.amazon.com/images/P/1579651658.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Bill Bradley</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Cookbooks,The Journey From Here,Bill Bradley,Artisan Publishers,the-journey-from-here,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
425,10,1997,http://images.amazon.com/images/P/1878424319.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Don Miguel Ruiz</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Fantasy,The Four Agreements: A Practical Guide to Personal Freedom,Don Miguel Ruiz,Amber-Allen Publishing,the-four-agreements-a-practical-guide-to-personal-freedom,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
426,4,1986,http://images.amazon.com/images/P/8401351421.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Luis Racionero</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Poetry,El desarrollo de Leonardo da Vinci (BiografÃÂ­as y memorias),Luis Racionero,Plaza &amp; JanÃÂ©s,el-desarrollo-de-leonardo-da-vinci-biografã-â-as-y-memorias-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
427,16,1994,http://images.amazon.com/images/P/8423324311.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Eugeni Perea SimÃÂ³n</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Detective and Mystery,Gastronomia divina (L'ÃÂ¡ncora),Eugeni Perea SimÃÂ³n,Destino,gastronomia-divina-l-ã-â-ncora-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
428,19,1982,http://images.amazon.com/images/P/8427007450.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Thomas Hauser</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Poetry,Desaparecido: LA Autentica Historia De LA Ejecucion De Charles Horman,Thomas Hauser,Lectorum Pubns (J),desaparecido-la-autentica-historia-de-la-ejecucion-de-charles-horman,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
429,11,1992,http://images.amazon.com/images/P/8429734996.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: VicenÃÂ§ Villatoro</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Suspense and Thrillers,Hotel Europa (El BalancÃÂ­),VicenÃÂ§ Villatoro,Edicions 62,hotel-europa-el-balancã-â-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
430,7,1993,http://images.amazon.com/images/P/8429736131.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: VÃÂ­ctor Mora</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Self-Help,La dona dels ulls de pluja: Barcelona anys 90 (El BalancÃÂ­),VÃÂ­ctor Mora,Edicions 62,la-dona-dels-ulls-de-pluja-barcelona-anys-90-el-balancã-â-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
431,13,1991,http://images.amazon.com/images/P/8440616252.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Elena Castedo</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Classics,El paraÃÂ­so (Tiempos modernos),Elena Castedo,Editiones B; Grupo Zeta,el-paraã-â-so-tiempos-modernos-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
432,7,1983,http://images.amazon.com/images/P/8472224260.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: OfÃÂ¨lia Dracs</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Fantasy,Negra i consentida (ColÃÂ¨lecciÃÂ³ El Mirall),OfÃÂ¨lia Dracs,Laia,negra-i-consentida-colã-â-lecciã-â³-el-mirall-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
433,2,1985,http://images.amazon.com/images/P/8472227421.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: OfÃÂ¨lia Dracs</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Women's Fiction,Essa efa (ColÃÂ¨lecciÃÂ³ El Mirall i el temps),OfÃÂ¨lia Dracs,Editorial Laia,essa-efa-colã-â-lecciã-â³-el-mirall-i-el-temps-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
434,15,1987,http://images.amazon.com/images/P/8474103347.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Antoni Serra</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Suspense and Thrillers,Espurnes de sang (La Negra),Antoni Serra,Edicions de la Magrana,espurnes-de-sang-la-negra-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
435,8,1986,http://images.amazon.com/images/P/8475960936.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: M. Carme Junyent</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Comic Book or Graphic Novel,Les llengÃÂ¼es d'Africa (Biblioteca universal EmpÃÂºries),M. Carme Junyent,Editorial EmpÃÂºries,les-llengã-â¼es-d-africa-biblioteca-universal-empã-âºries-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
436,7,1987,http://images.amazon.com/images/P/8477830029.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Jaume CapÃÂ³</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Classics,TrÃÂ nsit (Area contemporÃÂ nia),Jaume CapÃÂ³,Area,trã-â-nsit-area-contemporã-â-nia-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
437,2,1990,http://images.amazon.com/images/P/8478091246.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: MÃÂ rius Serra</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Suspense and Thrillers,L'home del sac,MÃÂ rius Serra,Columna,l-home-del-sac,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
